base_year_month,bjd,grid_1km,user_cnt
201901,건입동,10004330902,201
201901,건입동,10004330903,31181
201901,건입동,10004331002,6783
201901,건입동,10004331003,15311
201901,건입동,10004331101,29
201901,건입동,10004331102,1996
201901,건입동,10004331103,3224
201901,건입동,10004331104,37
201901,건입동,10004331202,2950
201901,구좌읍,10004322893,42
201901,구좌읍,10004322894,1095
201901,구좌읍,10004322992,78
201901,구좌읍,10004322993,22
201901,구좌읍,10004322997,176
201901,구좌읍,10004322999,1
201901,구좌읍,10004323092,1
201901,구좌읍,10004323099,17
201901,구좌읍,10004323195,47
201901,구좌읍,10004323198,1
201901,구좌읍,10004323297,184
201901,구좌읍,10004323396,1
201901,구좌읍,10004323397,2387
201901,구좌읍,10004323398,795
201901,구좌읍,10004323497,84
201901,구좌읍,10004323599,644
201901,구좌읍,10004323796,114
201901,구좌읍,10004323897,400
201901,구좌읍,10004324499,364
201901,구좌읍,10004324599,160
201901,구좌읍,10004332605,32
201901,구좌읍,10004332606,542
201901,구좌읍,10004332607,1343
201901,구좌읍,10004332706,1
201901,구좌읍,10004332707,286
201901,구좌읍,10004332807,488
201901,구좌읍,10004332903,999
201901,구좌읍,10004332906,608
201901,구좌읍,10004332907,60
201901,구좌읍,10004333000,88
201901,구좌읍,10004333005,24
201901,구좌읍,10004333006,168
201901,구좌읍,10004333007,5131
201901,구좌읍,10004333107,21
201901,구좌읍,10004333201,1
201901,구좌읍,10004333204,385
201901,구좌읍,10004333205,993
201901,구좌읍,10004333206,79
201901,구좌읍,10004333208,314
201901,구좌읍,10004333303,3
201901,구좌읍,10004333304,1
201901,구좌읍,10004333306,2
201901,구좌읍,10004333400,263
201901,구좌읍,10004333404,1
201901,구좌읍,10004333406,668
201901,구좌읍,10004333407,8840
201901,구좌읍,10004333500,834
201901,구좌읍,10004333506,80
201901,구좌읍,10004333507,1335
201901,구좌읍,10004333600,480
201901,구좌읍,10004333602,1039
201901,구좌읍,10004333604,228
201901,구좌읍,10004333605,6
201901,구좌읍,10004333606,17
201901,구좌읍,10004333607,301
201901,구좌읍,10004333705,2825
201901,구좌읍,10004333706,129
201901,구좌읍,10004333707,98
201901,구좌읍,10004333803,109
201901,구좌읍,10004333804,2570
201901,구좌읍,10004333805,1119
201901,구좌읍,10004333902,10
201901,구좌읍,10004333903,6258
201901,구좌읍,10004333904,2531
201901,구좌읍,10004334002,170
201901,구좌읍,10004334003,11177
201901,구좌읍,10004334004,2272
201901,구좌읍,10004334101,11
201901,구좌읍,10004334102,3
201901,구좌읍,10004334103,285
201901,구좌읍,10004334104,95
201901,구좌읍,10004334201,1
201901,구좌읍,10004334203,346
201901,구좌읍,10004334204,451
201901,구좌읍,10004334300,919
201901,구좌읍,10004334302,92
201901,구좌읍,10004334303,68
201901,구좌읍,10004334304,74
201901,구좌읍,10004334400,575
201901,구좌읍,10004334402,70
201901,구좌읍,10004334403,60
201901,구좌읍,10004334500,598
201901,구좌읍,10004334501,312
201901,내도동,10004320199,97
201901,내도동,10004330100,3047
201901,내도동,10004330101,50
201901,내도동,10004330200,107
201901,노형동,10004320398,4875
201901,노형동,10004320399,5251
201901,노형동,10004320497,97
201901,노형동,10004320498,31758
201901,노형동,10004320499,63937
201901,노형동,10004320595,2129
201901,노형동,10004320596,1049
201901,노형동,10004320597,3251
201901,노형동,10004320598,26054
201901,노형동,10004320599,127103
201901,노형동,10004320693,60
201901,노형동,10004330400,38007
201901,노형동,10004330500,42117
201901,도남동,10004320899,22
201901,도남동,10004320998,92
201901,도남동,10004320999,30841
201901,도남동,10004330800,2031
201901,도남동,10004330900,58638
201901,도남동,10004330901,2252
201901,도남동,10004331000,1446
201901,도두이동,10004330402,300
201901,도두이동,10004330500,1968
201901,도두이동,10004330501,1929
201901,도두이동,10004330502,1037
201901,도두이동,10004330600,28
201901,도두이동,10004330601,64
201901,도두일동,10004330301,6456
201901,도두일동,10004330302,2498
201901,도두일동,10004330400,6031
201901,도두일동,10004330401,4182
201901,도두일동,10004330402,6218
201901,도두일동,10004330500,85
201901,도두일동,10004330501,2147
201901,도련이동,10004331502,2978
201901,도련이동,10004331503,2174
201901,도련이동,10004331603,122
201901,도련일동,10004331401,1112
201901,도련일동,10004331402,8726
201901,도련일동,10004331403,25604
201901,도련일동,10004331500,416
201901,도련일동,10004331501,53
201901,도련일동,10004331502,4609
201901,도평동,10004320298,6
201901,도평동,10004320299,1307
201901,도평동,10004320397,1668
201901,도평동,10004320398,772
201901,도평동,10004320399,1197
201901,도평동,10004330200,1
201901,봉개동,10004321599,151
201901,봉개동,10004321699,3719
201901,봉개동,10004321795,39
201901,봉개동,10004321796,49
201901,봉개동,10004321797,720
201901,봉개동,10004321798,71
201901,봉개동,10004321799,188
201901,봉개동,10004321895,97
201901,봉개동,10004321896,70
201901,봉개동,10004331500,11680
201901,봉개동,10004331600,4827
201901,삼도이동,10004330801,182
201901,삼도이동,10004330802,5977
201901,삼도이동,10004330803,5197
201901,삼도이동,10004330901,5564
201901,삼도이동,10004330902,15576
201901,삼도이동,10004330903,31569
201901,삼도일동,10004330801,32632
201901,삼도일동,10004330802,5266
201901,삼도일동,10004330901,13810
201901,삼양삼동,10004331403,636
201901,삼양삼동,10004331404,214
201901,삼양이동,10004331403,14655
201901,삼양이동,10004331404,450
201901,삼양이동,10004331503,14608
201901,삼양이동,10004331504,706
201901,삼양일동,10004331503,223
201901,삼양일동,10004331504,4540
201901,삼양일동,10004331603,927
201901,삼양일동,10004331605,2
201901,아라이동,10004321099,1259
201901,아라이동,10004321198,3731
201901,아라이동,10004321199,12510
201901,아라이동,10004321296,8317
201901,아라이동,10004321299,42
201901,아라이동,10004331000,1909
201901,아라이동,10004331100,24619
201901,아라일동,10004321097,347
201901,아라일동,10004321098,6426
201901,아라일동,10004321099,12030
201901,아라일동,10004321195,34
201901,아라일동,10004321196,1595
201901,아라일동,10004321197,17831
201901,아라일동,10004321198,46406
201901,아라일동,10004321199,1649
201901,아라일동,10004321294,58
201901,아라일동,10004321295,4520
201901,아라일동,10004321296,3658
201901,애월읍,10004228894,3
201901,애월읍,10004228895,3431
201901,애월읍,10004228992,454
201901,애월읍,10004228993,22
201901,애월읍,10004228994,6
201901,애월읍,10004228995,2090
201901,애월읍,10004228996,1493
201901,애월읍,10004228997,13266
201901,애월읍,10004229088,7
201901,애월읍,10004229092,5
201901,애월읍,10004229094,54
201901,애월읍,10004229096,148
201901,애월읍,10004229097,17287
201901,애월읍,10004229192,155
201901,애월읍,10004229193,617
201901,애월읍,10004229194,132
201901,애월읍,10004229195,219
201901,애월읍,10004229196,187
201901,애월읍,10004229197,3552
201901,애월읍,10004229290,36
201901,애월읍,10004229292,1180
201901,애월읍,10004229293,39
201901,애월읍,10004229295,444
201901,애월읍,10004229296,1366
201901,애월읍,10004229297,11398
201901,애월읍,10004229298,2178
201901,애월읍,10004229385,152
201901,애월읍,10004229386,19
201901,애월읍,10004229389,19
201901,애월읍,10004229393,12
201901,애월읍,10004229394,1
201901,애월읍,10004229396,309
201901,애월읍,10004229397,2307
201901,애월읍,10004229398,3789
201901,애월읍,10004229399,446
201901,애월읍,10004229486,1271
201901,애월읍,10004229487,572
201901,애월읍,10004229488,1301
201901,애월읍,10004229491,85
201901,애월읍,10004229495,951
201901,애월읍,10004229496,17
201901,애월읍,10004229498,2845
201901,애월읍,10004229499,2653
201901,애월읍,10004229588,10
201901,애월읍,10004229590,10
201901,애월읍,10004229591,339
201901,애월읍,10004229592,11
201901,애월읍,10004229593,509
201901,애월읍,10004229594,377
201901,애월읍,10004229595,26
201901,애월읍,10004229596,59
201901,애월읍,10004229598,3486
201901,애월읍,10004229599,3182
201901,애월읍,10004229684,336
201901,애월읍,10004229691,235
201901,애월읍,10004229695,1475
201901,애월읍,10004229696,90
201901,애월읍,10004229697,6
201901,애월읍,10004229698,38
201901,애월읍,10004229699,481
201901,애월읍,10004229791,2833
201901,애월읍,10004229792,141
201901,애월읍,10004229793,357
201901,애월읍,10004229794,335
201901,애월읍,10004229795,183
201901,애월읍,10004229796,19
201901,애월읍,10004229797,180
201901,애월읍,10004229799,5842
201901,애월읍,10004229890,1
201901,애월읍,10004229891,53
201901,애월읍,10004229892,2275
201901,애월읍,10004229893,1351
201901,애월읍,10004229894,33
201901,애월읍,10004229895,140
201901,애월읍,10004229896,140
201901,애월읍,10004229897,431
201901,애월읍,10004229898,802
201901,애월읍,10004229899,27552
201901,애월읍,10004229985,1
201901,애월읍,10004229991,2
201901,애월읍,10004229993,134
201901,애월읍,10004229994,192
201901,애월읍,10004229995,6
201901,애월읍,10004229996,761
201901,애월읍,10004229997,1091
201901,애월읍,10004229998,105
201901,애월읍,10004229999,7822
201901,애월읍,10004239600,436
201901,애월읍,10004239700,17
201901,애월읍,10004239900,1715
201901,애월읍,10004320093,264
201901,애월읍,10004320094,1098
201901,애월읍,10004320095,4440
201901,애월읍,10004320096,341
201901,애월읍,10004320097,144
201901,애월읍,10004320195,2423
201901,애월읍,10004320196,1127
201901,애월읍,10004320197,4384
201901,애월읍,10004320296,35
201901,연동,10004320596,83
201901,연동,10004320597,1116
201901,연동,10004320598,3406
201901,연동,10004320599,14764
201901,연동,10004320696,1506
201901,연동,10004320697,7
201901,연동,10004320698,17899
201901,연동,10004320699,135213
201901,연동,10004320798,78
201901,연동,10004320799,9353
201901,연동,10004330500,36173
201901,연동,10004330600,121635
201901,연동,10004330601,1548
201901,연동,10004330700,5405
201901,영평동,10004321299,213
201901,영평동,10004321394,57
201901,영평동,10004321395,206
201901,영평동,10004321396,5767
201901,영평동,10004321397,110
201901,영평동,10004321398,1917
201901,영평동,10004321399,3
201901,영평동,10004321493,5
201901,영평동,10004321494,12
201901,영평동,10004331200,53
201901,영평동,10004331401,6
201901,오등동,10004320896,8
201901,오등동,10004320897,1202
201901,오등동,10004320997,4
201901,오등동,10004320998,3186
201901,오등동,10004321096,996
201901,오등동,10004321097,1773
201901,오등동,10004321098,242
201901,오등동,10004321193,1
201901,오등동,10004321194,1179
201901,오등동,10004321195,1171
201901,오라삼동,10004320799,1402
201901,오라삼동,10004330700,9312
201901,오라삼동,10004330701,3813
201901,오라이동,10004320797,119
201901,오라이동,10004320798,4083
201901,오라이동,10004320799,4670
201901,오라이동,10004320895,1620
201901,오라이동,10004320896,81
201901,오라이동,10004320897,241
201901,오라이동,10004320898,1037
201901,오라이동,10004320899,3659
201901,오라이동,10004330700,580
201901,오라이동,10004330800,13632
201901,오라일동,10004330800,9639
201901,오라일동,10004330801,10541
201901,오라일동,10004330900,892
201901,외도이동,10004330000,5143
201901,외도이동,10004330100,503
201901,외도일동,10004229999,85
201901,외도일동,10004239900,10
201901,외도일동,10004320099,26813
201901,외도일동,10004320199,171
201901,외도일동,10004330000,34705
201901,외도일동,10004330100,859
201901,용강동,10004321598,36
201901,용담삼동,10004330502,585
201901,용담삼동,10004330503,1389
201901,용담삼동,10004330603,7192
201901,용담삼동,10004330702,1125
201901,용담삼동,10004330703,10765
201901,용담이동,10004330600,3589
201901,용담이동,10004330601,4959
201901,용담이동,10004330602,177670
201901,용담이동,10004330701,10695
201901,용담이동,10004330702,23449
201901,용담이동,10004330801,6274
201901,용담이동,10004330802,12835
201901,용담이동,10004330803,2216
201901,용담일동,10004330801,10172
201901,용담일동,10004330802,12429
201901,용담일동,10004330803,403
201901,우도면,10004334800,887
201901,우도면,10004334801,10078
201901,우도면,10004334802,742
201901,우도면,10004334803,470
201901,우도면,10004334900,785
201901,우도면,10004334901,1701
201901,우도면,10004334902,3088
201901,우도면,10004334903,322
201901,우도면,10004335000,1723
201901,우도면,10004335001,320
201901,우도면,10004335002,483
201901,월평동,10004321397,223
201901,월평동,10004321398,1998
201901,월평동,10004321495,87
201901,월평동,10004321496,839
201901,월평동,10004321497,261
201901,월평동,10004321498,18
201901,이도이동,10004321099,5232
201901,이도이동,10004330900,1505
201901,이도이동,10004330901,67993
201901,이도이동,10004331000,80906
201901,이도이동,10004331001,36111
201901,이도이동,10004331100,21243
201901,이도이동,10004331101,10146
201901,이도일동,10004330901,23584
201901,이도일동,10004330902,25678
201901,이도일동,10004331001,3209
201901,이호이동,10004320399,715
201901,이호이동,10004330200,467
201901,이호이동,10004330300,6762
201901,이호이동,10004330400,3784
201901,이호일동,10004330200,1407
201901,이호일동,10004330201,1787
201901,이호일동,10004330300,247
201901,이호일동,10004330301,3652
201901,일도이동,10004330902,3790
201901,일도이동,10004331001,14825
201901,일도이동,10004331002,52404
201901,일도이동,10004331101,41536
201901,일도이동,10004331102,6975
201901,일도이동,10004331201,27412
201901,일도일동,10004330902,48101
201901,일도일동,10004330903,4098
201901,일도일동,10004331002,1744
201901,조천읍,10004321998,53
201901,조천읍,10004321999,516
201901,조천읍,10004322098,30
201901,조천읍,10004322192,263
201901,조천읍,10004322196,2
201901,조천읍,10004322197,191
201901,조천읍,10004322198,1085
201901,조천읍,10004322199,53
201901,조천읍,10004322293,4
201901,조천읍,10004322294,15
201901,조천읍,10004322295,18
201901,조천읍,10004322296,404
201901,조천읍,10004322297,85
201901,조천읍,10004322392,2132
201901,조천읍,10004322393,1741
201901,조천읍,10004322394,3793
201901,조천읍,10004322396,2736
201901,조천읍,10004322397,290
201901,조천읍,10004322493,2229
201901,조천읍,10004322494,81
201901,조천읍,10004322593,241
201901,조천읍,10004322596,175
201901,조천읍,10004322598,966
201901,조천읍,10004322599,434
201901,조천읍,10004322693,18
201901,조천읍,10004322695,48
201901,조천읍,10004322696,943
201901,조천읍,10004322697,377
201901,조천읍,10004322698,55
201901,조천읍,10004322699,169
201901,조천읍,10004322793,6
201901,조천읍,10004322799,28
201901,조천읍,10004331703,24
201901,조천읍,10004331704,226
201901,조천읍,10004331705,45
201901,조천읍,10004331800,334
201901,조천읍,10004331801,49
201901,조천읍,10004331803,308
201901,조천읍,10004331804,5478
201901,조천읍,10004331805,4900
201901,조천읍,10004331900,339
201901,조천읍,10004331901,775
201901,조천읍,10004331903,59
201901,조천읍,10004331904,1421
201901,조천읍,10004331905,2811
201901,조천읍,10004331906,7
201901,조천읍,10004332000,5
201901,조천읍,10004332004,54
201901,조천읍,10004332005,6615
201901,조천읍,10004332006,8
201901,조천읍,10004332007,162
201901,조천읍,10004332100,10
201901,조천읍,10004332101,383
201901,조천읍,10004332103,24
201901,조천읍,10004332104,15
201901,조천읍,10004332105,870
201901,조천읍,10004332106,2870
201901,조천읍,10004332200,138
201901,조천읍,10004332202,4
201901,조천읍,10004332204,692
201901,조천읍,10004332205,28648
201901,조천읍,10004332206,6841
201901,조천읍,10004332300,1151
201901,조천읍,10004332301,3
201901,조천읍,10004332302,55
201901,조천읍,10004332304,252
201901,조천읍,10004332305,16772
201901,조천읍,10004332306,202
201901,조천읍,10004332400,81
201901,조천읍,10004332403,24
201901,조천읍,10004332404,1131
201901,조천읍,10004332405,104
201901,조천읍,10004332406,188
201901,조천읍,10004332501,17
201901,조천읍,10004332502,137
201901,조천읍,10004332504,1220
201901,조천읍,10004332506,1085
201901,조천읍,10004332602,576
201901,조천읍,10004332606,603
201901,조천읍,10004332607,6
201901,조천읍,10004332702,266
201901,추자면,10004238852,3039
201901,추자면,10004238952,257
201901,추자면,10004239050,1
201901,추자면,10004239150,584
201901,추자면,10004239151,1
201901,추자면,10004239251,4
201901,추자면,10004239252,9
201901,한경면,10004227578,4
201901,한경면,10004227580,633
201901,한경면,10004227581,95
201901,한경면,10004227582,329
201901,한경면,10004227583,88
201901,한경면,10004227679,1932
201901,한경면,10004227680,170
201901,한경면,10004227681,59
201901,한경면,10004227683,5
201901,한경면,10004227684,289
201901,한경면,10004227779,4410
201901,한경면,10004227780,264
201901,한경면,10004227783,1
201901,한경면,10004227784,805
201901,한경면,10004227785,2996
201901,한경면,10004227879,165
201901,한경면,10004227883,12
201901,한경면,10004227884,2210
201901,한경면,10004227885,41
201901,한경면,10004227886,472
201901,한경면,10004227984,15
201901,한경면,10004227986,217
201901,한경면,10004227987,527
201901,한경면,10004228078,54
201901,한경면,10004228079,171
201901,한경면,10004228080,3
201901,한경면,10004228082,1
201901,한경면,10004228083,1
201901,한경면,10004228084,28
201901,한경면,10004228087,493
201901,한경면,10004228182,18
201901,한경면,10004228183,779
201901,한경면,10004228278,149
201901,한경면,10004228279,76
201901,한경면,10004228280,2
201901,한경면,10004228281,27
201901,한경면,10004228283,297
201901,한경면,10004228378,17
201901,한경면,10004228379,3
201901,한경면,10004228380,115
201901,한경면,10004228381,19
201901,한경면,10004228382,314
201901,한경면,10004228479,186
201901,한경면,10004228480,300
201901,한경면,10004228481,528
201901,한경면,10004228482,2423
201901,한경면,10004228483,1428
201901,한경면,10004228484,78
201901,한경면,10004228581,2288
201901,한경면,10004228583,149
201901,한경면,10004228680,134
201901,한경면,10004228683,1557
201901,한림읍,10004228087,123
201901,한림읍,10004228088,529
201901,한림읍,10004228188,535
201901,한림읍,10004228189,1049
201901,한림읍,10004228191,409
201901,한림읍,10004228286,22
201901,한림읍,10004228288,1310
201901,한림읍,10004228289,8937
201901,한림읍,10004228291,5
201901,한림읍,10004228385,612
201901,한림읍,10004228386,78
201901,한림읍,10004228388,184
201901,한림읍,10004228389,181
201901,한림읍,10004228390,7838
201901,한림읍,10004228484,695
201901,한림읍,10004228485,118
201901,한림읍,10004228487,3
201901,한림읍,10004228488,1
201901,한림읍,10004228489,217
201901,한림읍,10004228490,247
201901,한림읍,10004228491,8075
201901,한림읍,10004228492,5933
201901,한림읍,10004228493,58
201901,한림읍,10004228585,171
201901,한림읍,10004228588,158
201901,한림읍,10004228589,4
201901,한림읍,10004228590,538
201901,한림읍,10004228591,27420
201901,한림읍,10004228592,15428
201901,한림읍,10004228593,3343
201901,한림읍,10004228594,128
201901,한림읍,10004228685,4
201901,한림읍,10004228687,145
201901,한림읍,10004228688,65
201901,한림읍,10004228689,1241
201901,한림읍,10004228690,1
201901,한림읍,10004228691,70
201901,한림읍,10004228692,2032
201901,한림읍,10004228693,231
201901,한림읍,10004228694,1218
201901,한림읍,10004228695,607
201901,한림읍,10004228785,1037
201901,한림읍,10004228791,163
201901,한림읍,10004228792,149
201901,한림읍,10004228794,147
201901,한림읍,10004228795,821
201901,한림읍,10004228885,1858
201901,한림읍,10004228892,883
201901,한림읍,10004228893,49
201901,한림읍,10004228894,185
201901,한림읍,10004228895,72
201901,한림읍,10004229083,340
201901,한림읍,10004229084,1314
201901,한림읍,10004229384,234
201901,한림읍,10004229484,358
201901,해안동,10004320295,59
201901,해안동,10004320296,1955
201901,해안동,10004320297,12675
201901,해안동,10004320395,67
201901,해안동,10004320397,51
201901,해안동,10004320398,2649
201901,해안동,10004320496,13
201901,해안동,10004320595,740
201901,화북이동,10004331102,557
201901,화북이동,10004331200,2217
201901,화북이동,10004331201,3104
201901,화북이동,10004331202,7490
201901,화북이동,10004331300,4
201901,화북이동,10004331301,3257
201901,화북이동,10004331302,4769
201901,화북이동,10004331402,727
201901,화북일동,10004331202,549
201901,화북일동,10004331203,2324
201901,화북일동,10004331204,39
201901,화북일동,10004331302,3267
201901,화북일동,10004331303,38411
201901,화북일동,10004331304,155
201901,화북일동,10004331402,6852
201901,화북일동,10004331403,7993
201901,회천동,10004321799,3
201901,회천동,10004321995,3629
201901,회천동,10004321998,1487
201901,회천동,10004331601,11
201901,회천동,10004331801,102
201902,건입동,10004330902,161
201902,건입동,10004330903,28450
201902,건입동,10004331002,5842
201902,건입동,10004331003,13531
201902,건입동,10004331101,19
201902,건입동,10004331102,1812
201902,건입동,10004331103,3028
201902,건입동,10004331104,20
201902,건입동,10004331202,2669
201902,구좌읍,10004322893,33
201902,구좌읍,10004322894,954
201902,구좌읍,10004322992,77
201902,구좌읍,10004322993,24
201902,구좌읍,10004322997,147
201902,구좌읍,10004323092,2
201902,구좌읍,10004323099,12
201902,구좌읍,10004323195,54
201902,구좌읍,10004323297,161
201902,구좌읍,10004323397,1908
201902,구좌읍,10004323398,625
201902,구좌읍,10004323497,64
201902,구좌읍,10004323599,735
201902,구좌읍,10004323796,89
201902,구좌읍,10004323897,477
201902,구좌읍,10004324499,388
201902,구좌읍,10004324599,150
201902,구좌읍,10004332605,14
201902,구좌읍,10004332606,488
201902,구좌읍,10004332607,1423
201902,구좌읍,10004332707,395
201902,구좌읍,10004332807,522
201902,구좌읍,10004332903,1279
201902,구좌읍,10004332906,506
201902,구좌읍,10004332907,61
201902,구좌읍,10004333000,60
201902,구좌읍,10004333005,11
201902,구좌읍,10004333006,121
201902,구좌읍,10004333007,4874
201902,구좌읍,10004333107,21
201902,구좌읍,10004333204,435
201902,구좌읍,10004333205,1155
201902,구좌읍,10004333206,84
201902,구좌읍,10004333208,297
201902,구좌읍,10004333304,2
201902,구좌읍,10004333306,4
201902,구좌읍,10004333400,185
201902,구좌읍,10004333406,753
201902,구좌읍,10004333407,8844
201902,구좌읍,10004333500,991
201902,구좌읍,10004333506,50
201902,구좌읍,10004333507,1349
201902,구좌읍,10004333600,435
201902,구좌읍,10004333602,1065
201902,구좌읍,10004333604,204
201902,구좌읍,10004333605,5
201902,구좌읍,10004333606,9
201902,구좌읍,10004333607,284
201902,구좌읍,10004333705,2589
201902,구좌읍,10004333706,156
201902,구좌읍,10004333707,110
201902,구좌읍,10004333803,121
201902,구좌읍,10004333804,2311
201902,구좌읍,10004333805,1296
201902,구좌읍,10004333902,13
201902,구좌읍,10004333903,5903
201902,구좌읍,10004333904,2420
201902,구좌읍,10004334002,118
201902,구좌읍,10004334003,10250
201902,구좌읍,10004334004,1981
201902,구좌읍,10004334101,19
201902,구좌읍,10004334102,1
201902,구좌읍,10004334103,249
201902,구좌읍,10004334104,51
201902,구좌읍,10004334203,325
201902,구좌읍,10004334204,488
201902,구좌읍,10004334300,812
201902,구좌읍,10004334302,78
201902,구좌읍,10004334303,65
201902,구좌읍,10004334304,100
201902,구좌읍,10004334400,603
201902,구좌읍,10004334402,61
201902,구좌읍,10004334403,63
201902,구좌읍,10004334500,473
201902,구좌읍,10004334501,265
201902,내도동,10004320199,89
201902,내도동,10004330100,2579
201902,내도동,10004330101,76
201902,내도동,10004330200,149
201902,노형동,10004320398,4325
201902,노형동,10004320399,4460
201902,노형동,10004320497,154
201902,노형동,10004320498,27760
201902,노형동,10004320499,56896
201902,노형동,10004320595,1924
201902,노형동,10004320596,1069
201902,노형동,10004320597,2803
201902,노형동,10004320598,22132
201902,노형동,10004320599,114361
201902,노형동,10004320693,51
201902,노형동,10004330400,33864
201902,노형동,10004330500,37867
201902,도남동,10004320899,24
201902,도남동,10004320998,75
201902,도남동,10004320999,27686
201902,도남동,10004330800,1617
201902,도남동,10004330900,52583
201902,도남동,10004330901,2094
201902,도남동,10004331000,1332
201902,도두이동,10004330402,261
201902,도두이동,10004330500,1958
201902,도두이동,10004330501,1950
201902,도두이동,10004330502,1005
201902,도두이동,10004330600,17
201902,도두이동,10004330601,40
201902,도두일동,10004330301,5688
201902,도두일동,10004330302,2159
201902,도두일동,10004330400,5281
201902,도두일동,10004330401,4091
201902,도두일동,10004330402,5589
201902,도두일동,10004330500,66
201902,도두일동,10004330501,1924
201902,도련이동,10004331502,2406
201902,도련이동,10004331503,1691
201902,도련이동,10004331603,95
201902,도련일동,10004331401,920
201902,도련일동,10004331402,7200
201902,도련일동,10004331403,23026
201902,도련일동,10004331500,346
201902,도련일동,10004331501,22
201902,도련일동,10004331502,4339
201902,도평동,10004320298,4
201902,도평동,10004320299,1099
201902,도평동,10004320397,1100
201902,도평동,10004320398,706
201902,도평동,10004320399,929
201902,도평동,10004330200,2
201902,봉개동,10004321599,123
201902,봉개동,10004321699,3073
201902,봉개동,10004321795,19
201902,봉개동,10004321796,41
201902,봉개동,10004321797,659
201902,봉개동,10004321798,51
201902,봉개동,10004321799,146
201902,봉개동,10004321895,89
201902,봉개동,10004321896,80
201902,봉개동,10004331500,10726
201902,봉개동,10004331600,4311
201902,삼도이동,10004330801,161
201902,삼도이동,10004330802,5372
201902,삼도이동,10004330803,4808
201902,삼도이동,10004330901,4944
201902,삼도이동,10004330902,14328
201902,삼도이동,10004330903,29281
201902,삼도일동,10004330801,28870
201902,삼도일동,10004330802,4723
201902,삼도일동,10004330901,12341
201902,삼양삼동,10004331403,498
201902,삼양삼동,10004331404,141
201902,삼양이동,10004331403,13357
201902,삼양이동,10004331404,372
201902,삼양이동,10004331503,13847
201902,삼양이동,10004331504,600
201902,삼양일동,10004331503,226
201902,삼양일동,10004331504,4285
201902,삼양일동,10004331603,769
201902,삼양일동,10004331605,5
201902,아라이동,10004321099,1106
201902,아라이동,10004321198,3015
201902,아라이동,10004321199,10924
201902,아라이동,10004321296,7728
201902,아라이동,10004321299,32
201902,아라이동,10004331000,1805
201902,아라이동,10004331100,21742
201902,아라일동,10004321097,466
201902,아라일동,10004321098,5669
201902,아라일동,10004321099,9983
201902,아라일동,10004321195,25
201902,아라일동,10004321196,1241
201902,아라일동,10004321197,15437
201902,아라일동,10004321198,40447
201902,아라일동,10004321199,1549
201902,아라일동,10004321294,64
201902,아라일동,10004321295,3635
201902,아라일동,10004321296,2877
201902,아라일동,10004321395,1
201902,애월읍,10004228894,13
201902,애월읍,10004228895,3261
201902,애월읍,10004228992,394
201902,애월읍,10004228993,23
201902,애월읍,10004228994,3
201902,애월읍,10004228995,1912
201902,애월읍,10004228996,1488
201902,애월읍,10004228997,12117
201902,애월읍,10004229088,2
201902,애월읍,10004229092,11
201902,애월읍,10004229094,33
201902,애월읍,10004229096,115
201902,애월읍,10004229097,16032
201902,애월읍,10004229192,128
201902,애월읍,10004229193,331
201902,애월읍,10004229194,69
201902,애월읍,10004229195,162
201902,애월읍,10004229196,72
201902,애월읍,10004229197,3284
201902,애월읍,10004229290,25
201902,애월읍,10004229292,980
201902,애월읍,10004229293,13
201902,애월읍,10004229295,344
201902,애월읍,10004229296,1282
201902,애월읍,10004229297,11125
201902,애월읍,10004229298,1596
201902,애월읍,10004229385,70
201902,애월읍,10004229386,65
201902,애월읍,10004229389,14
201902,애월읍,10004229393,5
201902,애월읍,10004229394,1
201902,애월읍,10004229396,222
201902,애월읍,10004229397,2012
201902,애월읍,10004229398,3527
201902,애월읍,10004229399,427
201902,애월읍,10004229486,1307
201902,애월읍,10004229487,700
201902,애월읍,10004229488,1311
201902,애월읍,10004229491,118
201902,애월읍,10004229495,813
201902,애월읍,10004229496,20
201902,애월읍,10004229498,2301
201902,애월읍,10004229499,2538
201902,애월읍,10004229587,2
201902,애월읍,10004229588,16
201902,애월읍,10004229589,2
201902,애월읍,10004229590,15
201902,애월읍,10004229591,419
201902,애월읍,10004229592,7
201902,애월읍,10004229593,448
201902,애월읍,10004229594,381
201902,애월읍,10004229595,6
201902,애월읍,10004229596,38
201902,애월읍,10004229598,3233
201902,애월읍,10004229599,2914
201902,애월읍,10004229684,475
201902,애월읍,10004229691,151
201902,애월읍,10004229695,1235
201902,애월읍,10004229696,60
201902,애월읍,10004229697,6
201902,애월읍,10004229698,33
201902,애월읍,10004229699,547
201902,애월읍,10004229791,2597
201902,애월읍,10004229792,98
201902,애월읍,10004229793,261
201902,애월읍,10004229794,302
201902,애월읍,10004229795,168
201902,애월읍,10004229796,10
201902,애월읍,10004229797,146
201902,애월읍,10004229799,5188
201902,애월읍,10004229890,1
201902,애월읍,10004229891,54
201902,애월읍,10004229892,2108
201902,애월읍,10004229893,1222
201902,애월읍,10004229894,30
201902,애월읍,10004229895,120
201902,애월읍,10004229896,126
201902,애월읍,10004229897,427
201902,애월읍,10004229898,720
201902,애월읍,10004229899,25015
201902,애월읍,10004229991,1
201902,애월읍,10004229993,36
201902,애월읍,10004229994,101
201902,애월읍,10004229995,2
201902,애월읍,10004229996,846
201902,애월읍,10004229997,1112
201902,애월읍,10004229998,124
201902,애월읍,10004229999,7217
